"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE12500500000123456789";"09.08.25";"09.08.25";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.08.25";"09.08.25";"KARTENZAHLUNG";"2025-08-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-69,38";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.08.25";"13.08.25";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.08.25";"14.08.25";"KARTENZAHLUNG";"2025-08-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-24,73";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.08.25";"19.08.25";"KARTENZAHLUNG";"2025-08-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-69,87";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.08.25";"19.08.25";"KARTENZAHLUNG";"DB Vertrieb Online Ticket";"";"";"NOTPROVIDED";"";"";"";"DB Vertrieb GmbH";"";"";"-32,74";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.08.25";"24.08.25";"KARTENZAHLUNG";"2025-08-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-21,06";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.08.25";"28.08.25";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.08.25";"28.08.25";"LOHN/GEHALT";"LOHN/GEHALT 08/2025 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.09.25";"02.09.25";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2025-09";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.09.25";"03.09.25";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.09.25";"04.09.25";"KARTENZAHLUNG";"2025-09-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-10,61";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.09.25";"05.09.25";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 09/2025";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.09.25";"06.09.25";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.09.25";"09.09.25";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.09.25";"09.09.25";"KARTENZAHLUNG";"2025-09-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-21,22";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.09.25";"13.09.25";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.09.25";"14.09.25";"KARTENZAHLUNG";"2025-09-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-8,59";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.09.25";"19.09.25";"KARTENZAHLUNG";"2025-09-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-59,48";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.09.25";"24.09.25";"KARTENZAHLUNG";"2025-09-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-12,55";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.09.25";"28.09.25";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.09.25";"28.09.25";"LOHN/GEHALT";"LOHN/GEHALT 09/2025 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.10.25";"02.10.25";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2025-10";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.10.25";"03.10.25";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.10.25";"04.10.25";"KARTENZAHLUNG";"2025-10-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-20,94";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.10.25";"05.10.25";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 10/2025";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.10.25";"06.10.25";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.10.25";"09.10.25";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.10.25";"09.10.25";"KARTENZAHLUNG";"2025-10-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-8,96";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.10.25";"13.10.25";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.10.25";"14.10.25";"KARTENZAHLUNG";"2025-10-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-31,05";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"15.10.25";"15.10.25";"FOLGELASTSCHRIFT";"Beitrag Haftpflicht Vertrag 99";"DE00ZZZ00000HUK";"HUK-99";"NOTPROVIDED";"";"";"";"HUK-COBURG Versicherung";"DE00300000000000000007";"";"-120,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.10.25";"19.10.25";"KARTENZAHLUNG";"2025-10-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-15,89";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.10.25";"19.10.25";"KARTENZAHLUNG";"DB Vertrieb Online Ticket";"";"";"NOTPROVIDED";"";"";"";"DB Vertrieb GmbH";"";"";"-21,11";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.10.25";"24.10.25";"KARTENZAHLUNG";"2025-10-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-59,61";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.10.25";"28.10.25";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.10.25";"28.10.25";"LOHN/GEHALT";"LOHN/GEHALT 10/2025 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.11.25";"02.11.25";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2025-11";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.11.25";"03.11.25";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.11.25";"04.11.25";"KARTENZAHLUNG";"2025-11-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-19,34";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.11.25";"05.11.25";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 11/2025";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.11.25";"06.11.25";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.11.25";"09.11.25";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.11.25";"09.11.25";"KARTENZAHLUNG";"2025-11-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-27,27";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"10.11.25";"10.11.25";"FOLGELASTSCHRIFT";"302-1 Amazon.de Bestellung";"";"";"NOTPROVIDED";"";"";"";"Amazon Payments Europe";"DE00300000000000000009";"";"-89,97";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.11.25";"13.11.25";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.11.25";"14.11.25";"KARTENZAHLUNG";"2025-11-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-58,70";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.11.25";"19.11.25";"KARTENZAHLUNG";"2025-11-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-52,97";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"20.11.25";"20.11.25";"GUTSCHR. UEBERWEISUNG";"Erstattung Retoure Bestellung 302-1";"";"";"NOTPROVIDED";"";"";"";"Amazon Payments Europe";"DE00300000000000000009";"";"24,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.11.25";"24.11.25";"KARTENZAHLUNG";"2025-11-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-53,84";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.11.25";"28.11.25";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.11.25";"28.11.25";"LOHN/GEHALT";"LOHN/GEHALT 11/2025 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.12.25";"02.12.25";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2025-12";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.12.25";"03.12.25";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.12.25";"04.12.25";"KARTENZAHLUNG";"2025-12-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-50,59";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.12.25";"05.12.25";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 12/2025";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.12.25";"06.12.25";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.12.25";"09.12.25";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.12.25";"09.12.25";"KARTENZAHLUNG";"2025-12-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-62,70";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.12.25";"13.12.25";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.12.25";"14.12.25";"KARTENZAHLUNG";"2025-12-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-34,13";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.12.25";"19.12.25";"KARTENZAHLUNG";"2025-12-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-14,76";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.12.25";"19.12.25";"KARTENZAHLUNG";"DB Vertrieb Online Ticket";"";"";"NOTPROVIDED";"";"";"";"DB Vertrieb GmbH";"";"";"-46,71";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.12.25";"24.12.25";"KARTENZAHLUNG";"2025-12-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-22,78";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.12.25";"28.12.25";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.12.25";"28.12.25";"LOHN/GEHALT";"LOHN/GEHALT 12/2025 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.01.26";"02.01.26";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2026-01";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.01.26";"03.01.26";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.01.26";"04.01.26";"KARTENZAHLUNG";"2026-01-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-34,09";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.01.26";"05.01.26";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 01/2026";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.01.26";"06.01.26";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.01.26";"09.01.26";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.01.26";"09.01.26";"KARTENZAHLUNG";"2026-01-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-26,19";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.01.26";"13.01.26";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.01.26";"14.01.26";"KARTENZAHLUNG";"2026-01-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-65,61";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"15.01.26";"15.01.26";"FOLGELASTSCHRIFT";"Beitrag Haftpflicht Vertrag 99";"DE00ZZZ00000HUK";"HUK-99";"NOTPROVIDED";"";"";"";"HUK-COBURG Versicherung";"DE00300000000000000007";"";"-120,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.01.26";"19.01.26";"KARTENZAHLUNG";"2026-01-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-15,84";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.01.26";"24.01.26";"KARTENZAHLUNG";"2026-01-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-42,68";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.01.26";"28.01.26";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.01.26";"28.01.26";"LOHN/GEHALT";"LOHN/GEHALT 01/2026 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.02.26";"02.02.26";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2026-02";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.02.26";"03.02.26";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.02.26";"04.02.26";"KARTENZAHLUNG";"2026-02-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-25,37";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.02.26";"05.02.26";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 02/2026";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.02.26";"06.02.26";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.02.26";"09.02.26";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.02.26";"09.02.26";"KARTENZAHLUNG";"2026-02-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-54,44";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.02.26";"13.02.26";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.02.26";"14.02.26";"KARTENZAHLUNG";"2026-02-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-24,69";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"15.02.26";"15.02.26";"GUTSCHR. UEBERWEISUNG";"Auszahlung Trade Republic";"";"";"NOTPROVIDED";"";"";"";"Max Muster";"DE00100123450000000001";"";"250,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.02.26";"19.02.26";"KARTENZAHLUNG";"2026-02-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-23,44";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.02.26";"19.02.26";"KARTENZAHLUNG";"DB Vertrieb Online Ticket";"";"";"NOTPROVIDED";"";"";"";"DB Vertrieb GmbH";"";"";"-31,60";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.02.26";"24.02.26";"KARTENZAHLUNG";"2026-02-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-18,93";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.02.26";"28.02.26";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.02.26";"28.02.26";"LOHN/GEHALT";"LOHN/GEHALT 02/2026 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.03.26";"02.03.26";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2026-03";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.03.26";"03.03.26";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.03.26";"04.03.26";"KARTENZAHLUNG";"2026-03-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-13,72";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.03.26";"05.03.26";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 03/2026";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.03.26";"06.03.26";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.03.26";"09.03.26";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.03.26";"09.03.26";"KARTENZAHLUNG";"2026-03-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-63,24";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.03.26";"13.03.26";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.03.26";"14.03.26";"KARTENZAHLUNG";"2026-03-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-48,73";"EUR";"Umsatz gebucht"
